obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('111',)",3692418877.59,4,3.62157011032,3716294610.03,3716294612.69,3692418877.59,0.0,internal_timestamp,68.5540008545,1483430077.59,33.5569000244,0,9.4607000351,1026.23004318,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('112',)",3692418877.65,4,3.62156009674,3716294610.03,3716294612.69,3692418877.65,0.0,internal_timestamp,68.5540008545,1483430077.65,33.5569992065,0,9.46049976349,1026.23015341,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('113',)",3692418877.72,4,3.62155008316,3716294610.03,3716294612.69,3692418877.72,0.0,internal_timestamp,68.5550003052,1483430077.72,33.5570983887,0,9.46030044556,1026.23026804,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('114',)",3692418877.78,4,3.62154006958,3716294610.03,3716294612.69,3692418877.78,0.0,internal_timestamp,68.5510025024,1483430077.78,33.5572013855,0,9.46010017395,1026.23036303,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('115',)",3692418877.84,4,3.62154006958,3716294610.03,3716294612.69,3692418877.84,0.0,internal_timestamp,68.5520019531,1483430077.84,33.5573997498,0,9.45989990234,1026.23055531,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('116',)",3692418877.9,4,3.62154006958,3716294610.03,3716294612.69,3692418877.9,0.0,internal_timestamp,68.547996521,1483430077.9,33.5574989319,0,9.45960044861,1026.2306635,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('117',)",3692418877.97,4,3.621530056,3716294610.03,3716294612.69,3692418877.97,0.0,internal_timestamp,68.5490036011,1483430077.97,33.557598114,0,9.45950031281,1026.23076195,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('118',)",3692418878.03,4,3.621530056,3716294610.03,3716294612.69,3692418878.03,0.0,internal_timestamp,68.547996521,1483430078.03,33.5577011108,0,9.4593000412,1026.23087057,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('119',)",3692418878.09,4,3.62152004242,3716294610.03,3716294612.69,3692418878.09,0.0,internal_timestamp,68.5459976196,1483430078.09,33.557800293,0,9.4591999054,1026.23095532,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('120',)",3692418878.15,4,3.62151002884,3716294610.03,3716294612.69,3692418878.15,0.0,internal_timestamp,68.5419998169,1483430078.15,33.557800293,0,9.4591999054,1026.2309371,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('121',)",3692418878.22,4,3.62152004242,3716294610.03,3716294612.69,3692418878.22,0.0,internal_timestamp,68.5410003662,1483430078.22,33.557800293,0,9.45909976959,1026.23094891,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('122',)",3692418878.28,4,3.62151002884,3716294610.03,3716294612.69,3692418878.28,0.0,internal_timestamp,68.5429992676,1483430078.28,33.5578994751,0,9.45909976959,1026.23103551,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('123',)",3692418878.34,4,3.62151002884,3716294610.03,3716294612.69,3692418878.34,0.0,internal_timestamp,68.5380020142,1483430078.34,33.5578994751,0,9.45890045166,1026.23104532,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('124',)",3692418878.4,4,3.62150001526,3716294610.03,3716294612.69,3692418878.4,0.0,internal_timestamp,68.5380020142,1483430078.4,33.5579986572,0,9.45870018005,1026.23115555,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('125',)",3692418878.47,4,3.62149000168,3716294610.03,3716294612.69,3692418878.47,0.0,internal_timestamp,68.5370025635,1483430078.47,33.5582008362,0,9.45839977264,1026.23135806,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('126',)",3692418878.53,4,3.62146997452,3716294610.03,3716294612.69,3692418878.53,0.0,internal_timestamp,68.5370025635,1483430078.53,33.5583992004,0,9.45800018311,1026.23157836,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('127',)",3692418878.59,4,3.62143993378,3716294610.03,3716294612.69,3692418878.59,0.0,internal_timestamp,68.5370025635,1483430078.59,33.5587005615,0,9.45740032196,1026.23191186,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('128',)",3692418878.65,4,3.6214299202,3716294610.03,3716294612.69,3692418878.65,0.0,internal_timestamp,68.5319976807,1483430078.65,33.5588989258,0,9.45699977875,1026.23210951,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('129',)",3692418878.72,4,3.62141990662,3716294610.03,3716294612.69,3692418878.72,0.0,internal_timestamp,68.5329971313,1483430078.72,33.5589981079,0,9.45670032501,1026.2322405,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('130',)",3692418878.78,4,3.62140011787,3716294610.03,3716294612.69,3692418878.78,0.0,internal_timestamp,68.5299987793,1483430078.78,33.5589981079,0,9.45650005341,1026.23225957,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('131',)",3692418878.84,4,3.62139010429,3716294610.03,3716294612.69,3692418878.84,0.0,internal_timestamp,68.5299987793,1483430078.84,33.559299469,0,9.45610046387,1026.23256033,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('132',)",3692418878.9,4,3.62137007713,3716294610.03,3716294612.7,3692418878.9,0.0,internal_timestamp,68.5289993286,1483430078.9,33.5600013733,0,9.45530033112,1026.23323495,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('133',)",3692418878.97,4,3.62135004997,3716294610.03,3716294612.7,3692418878.97,0.0,internal_timestamp,68.5250015259,1483430078.97,33.560798645,0,9.45409965515,1026.23403586,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('134',)",3692418879.03,4,3.62133002281,3716294610.03,3716294612.7,3692418879.03,0.0,internal_timestamp,68.5230026245,1483430079.03,33.5617980957,0,9.45289993286,1026.23500368,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('135',)",3692418879.09,4,3.62132000923,3716294610.03,3716294612.7,3692418879.09,0.0,internal_timestamp,68.5260009766,1483430079.09,33.5625,0,9.45199966431,1026.23571287,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('136',)",3692418879.15,4,3.62130999565,3716294610.03,3716294612.7,3692418879.15,0.0,internal_timestamp,68.5230026245,1483430079.15,33.5626983643,0,9.45170021057,1026.23590312,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('137',)",3692418879.22,4,3.62132000923,3716294610.03,3716294612.7,3692418879.22,0.0,internal_timestamp,68.5210037231,1483430079.22,33.5623016357,0,9.45209980011,1026.23551874,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('138',)",3692418879.28,4,3.62132000923,3716294610.03,3716294612.7,3692418879.28,0.0,internal_timestamp,68.5210037231,1483430079.28,33.5616989136,0,9.45279979706,1026.23493345,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('139',)",3692418879.34,4,3.62130999565,3716294610.03,3716294612.7,3692418879.34,0.0,internal_timestamp,68.5159988403,1483430079.34,33.5611000061,0,9.4533996582,1026.23434468,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('140',)",3692418879.4,4,3.62129998207,3716294610.03,3716294612.7,3692418879.4,0.0,internal_timestamp,68.513999939,1483430079.4,33.560798645,0,9.45349979401,1026.23408375,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('141',)",3692418879.47,4,3.62128996849,3716294610.03,3716294612.7,3692418879.47,0.0,internal_timestamp,68.513999939,1483430079.47,33.561000824,0,9.45330047607,1026.23427429,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('142',)",3692418879.53,4,3.62128996849,3716294610.03,3716294612.7,3692418879.53,0.0,internal_timestamp,68.513999939,1483430079.53,33.5612983704,0,9.45300006866,1026.23455585,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('143',)",3692418879.59,4,3.62129998207,3716294610.03,3716294612.7,3692418879.59,0.0,internal_timestamp,68.5120010376,1483430079.59,33.5614013672,0,9.45289993286,1026.23464358,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('144',)",3692418879.65,4,3.62130999565,3716294610.03,3716294612.7,3692418879.65,0.0,internal_timestamp,68.5090026855,1483430079.65,33.5611991882,0,9.45320034027,1026.23442286,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('145',)",3692418879.72,4,3.62130999565,3716294610.03,3716294612.7,3692418879.72,0.0,internal_timestamp,68.5090026855,1483430079.72,33.5606994629,0,9.45370006561,1026.23395076,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('146',)",3692418879.78,4,3.62132000923,3716294610.03,3716294612.7,3692418879.78,0.0,internal_timestamp,68.5090026855,1483430079.78,33.5601997375,0,9.45440006256,1026.23344593,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('147',)",3692418879.84,4,3.62132000923,3716294610.03,3716294612.7,3692418879.84,0.0,internal_timestamp,68.5049972534,1483430079.84,33.5596008301,0,9.45510005951,1026.23284535,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('148',)",3692418879.9,4,3.62134003639,3716294610.03,3716294612.7,3692418879.9,0.0,internal_timestamp,68.5039978027,1483430079.9,33.559299469,0,9.45559978485,1026.23252366,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('149',)",3692418879.97,4,3.62136006355,3716294610.03,3716294612.7,3692418879.97,0.0,internal_timestamp,68.5049972534,1483430079.97,33.5592002869,0,9.45590019226,1026.23240163,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('150',)",3692418880.03,4,3.62137007713,3716294610.03,3716294612.7,3692418880.03,0.0,internal_timestamp,68.5029983521,1483430080.03,33.5592002869,0,9.45600032806,1026.23237615,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('151',)",3692418880.09,4,3.62139010429,3716294610.03,3716294612.7,3692418880.09,0.0,internal_timestamp,68.5019989014,1483430080.09,33.5593986511,0,9.45610046387,1026.23251021,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('152',)",3692418880.15,4,3.62140989304,3716294610.03,3716294612.7,3692418880.15,0.0,internal_timestamp,68.5,1483430080.15,33.5595016479,0,9.4562997818,1026.232549,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('153',)",3692418880.22,4,3.6214299202,3716294610.03,3716294612.71,3692418880.22,0.0,internal_timestamp,68.5019989014,1483430080.22,33.559299469,0,9.45650005341,1026.23236741,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('154',)",3692418880.28,4,3.62141990662,3716294610.03,3716294612.71,3692418880.28,0.0,internal_timestamp,68.5009994507,1483430080.28,33.5589981079,0,9.45680046082,1026.2320783,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('155',)",3692418880.34,4,3.62140011787,3716294610.03,3716294612.71,3692418880.34,0.0,internal_timestamp,68.4970016479,1483430080.34,33.5587005615,0,9.45689964294,1026.2318114,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('156',)",3692418880.4,4,3.62137007713,3716294610.03,3716294612.71,3692418880.4,0.0,internal_timestamp,68.4970016479,1483430080.4,33.5583992004,0,9.45689964294,1026.23157595,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('157',)",3692418880.47,4,3.62135004997,3716294610.03,3716294612.71,3692418880.47,0.0,internal_timestamp,68.4960021973,1483430080.47,33.5583000183,0,9.45680046082,1026.23151012,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('158',)",3692418880.53,4,3.62135004997,3716294610.03,3716294612.71,3692418880.53,0.0,internal_timestamp,68.4940032959,1483430080.53,33.5583992004,0,9.45670032501,1026.23159486,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('159',)",3692418880.6,4,3.62135004997,3716294610.03,3716294612.71,3692418880.6,0.0,internal_timestamp,68.4909973145,1483430080.6,33.5584983826,1,9.45660018921,1026.23167502,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('160',)",3692418880.65,4,3.62135004997,3716294610.03,3716294612.71,3692418880.65,0.0,internal_timestamp,68.4929962158,1483430080.65,33.5587005615,0,9.4563999176,1026.23187483,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('161',)",3692418880.72,4,3.62134003639,3716294610.03,3716294612.71,3692418880.72,0.0,internal_timestamp,68.4919967651,1483430080.72,33.5588989258,0,9.45610046387,1026.2320742,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('162',)",3692418880.78,4,3.62133002281,3716294610.03,3716294612.71,3692418880.78,0.0,internal_timestamp,68.4909973145,1483430080.78,33.5591011047,0,9.45580005646,1026.2322767,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('163',)",3692418880.84,4,3.62132000923,3716294610.03,3716294612.71,3692418880.84,0.0,internal_timestamp,68.4889984131,1483430080.84,33.5592002869,0,9.45549964905,1026.23239418,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('164',)",3692418880.9,4,3.62132000923,3716294610.03,3716294612.71,3692418880.9,0.0,internal_timestamp,68.4869995117,1483430080.9,33.5592002869,0,9.45549964905,1026.23238507,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('165',)",3692418880.97,4,3.62133002281,3716294610.03,3716294612.71,3692418880.97,0.0,internal_timestamp,68.4889984131,1483430080.97,33.5592002869,0,9.45569992065,1026.23236145,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('166',)",3692418881.03,4,3.62134003639,3716294610.03,3716294612.71,3692418881.03,0.0,internal_timestamp,68.4869995117,1483430081.03,33.5589981079,0,9.45600032806,1026.23214528,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('167',)",3692418881.09,4,3.62135004997,3716294610.03,3716294612.71,3692418881.09,0.0,internal_timestamp,68.4879989624,1483430081.09,33.5587997437,0,9.4562997818,1026.23194591,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('168',)",3692418881.15,4,3.62136006355,3716294610.03,3716294612.71,3692418881.15,0.0,internal_timestamp,68.4869995117,1483430081.15,33.5586013794,0,9.45660018921,1026.23173727,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('169',)",3692418881.22,4,3.62137007713,3716294610.03,3716294612.71,3692418881.22,0.0,internal_timestamp,68.4869995117,1483430081.22,33.5583992004,0,9.45689964294,1026.23153037,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('170',)",3692418881.28,4,3.62138009071,3716294610.03,3716294612.71,3692418881.28,0.0,internal_timestamp,68.4850006104,1483430081.28,33.5582008362,0,9.45720005035,1026.23131717,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('171',)",3692418881.34,4,3.62139010429,3716294610.03,3716294612.71,3692418881.34,0.0,internal_timestamp,68.486000061,1483430081.34,33.5582008362,0,9.45740032196,1026.23128899,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('172',)",3692418881.4,4,3.62140011787,3716294610.03,3716294612.71,3692418881.4,0.0,internal_timestamp,68.4850006104,1483430081.4,33.5581016541,0,9.45750045776,1026.23119058,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('173',)",3692418881.47,4,3.62141990662,3716294610.03,3716294612.71,3692418881.47,0.0,internal_timestamp,68.483001709,1483430081.47,33.5581016541,0,9.4577999115,1026.23113252,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('174',)",3692418881.53,4,3.6214299202,3716294610.03,3716294612.71,3692418881.53,0.0,internal_timestamp,68.4820022583,1483430081.53,33.5579986572,0,9.45800018311,1026.23101476,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('175',)",3692418881.59,4,3.6214299202,3716294610.03,3716294612.71,3692418881.59,0.0,internal_timestamp,68.483001709,1483430081.59,33.5578994751,0,9.45820045471,1026.23090909,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('176',)",3692418881.65,4,3.62143993378,3716294610.03,3716294612.72,3692418881.65,0.0,internal_timestamp,68.483001709,1483430081.65,33.5579986572,0,9.45820045471,1026.23098658,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('177',)",3692418881.72,4,3.62143993378,3716294610.03,3716294612.72,3692418881.72,0.0,internal_timestamp,68.483001709,1483430081.72,33.5579986572,0,9.45810031891,1026.23100295,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('178',)",3692418881.78,4,3.62143993378,3716294610.03,3716294612.72,3692418881.78,0.0,internal_timestamp,68.4840011597,1483430081.78,33.5581016541,0,9.45800018311,1026.23110434,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('179',)",3692418881.84,4,3.6214299202,3716294610.03,3716294612.72,3692418881.84,0.0,internal_timestamp,68.4850006104,1483430081.84,33.5579986572,0,9.45800018311,1026.23102843,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('180',)",3692418881.9,4,3.62141990662,3716294610.03,3716294612.72,3692418881.9,0.0,internal_timestamp,68.4810028076,1483430081.9,33.5577011108,0,9.45820045471,1026.230745,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('181',)",3692418881.97,4,3.62140989304,3716294610.03,3716294612.72,3692418881.97,0.0,internal_timestamp,68.4820022583,1483430081.97,33.5572013855,0,9.45870018005,1026.23027744,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('182',)",3692418882.03,4,3.6214299202,3716294610.03,3716294612.72,3692418882.03,0.0,internal_timestamp,68.4820022583,1483430082.03,33.5569000244,0,9.4591999054,1026.2299603,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('183',)",3692418882.09,4,3.62143993378,3716294610.03,3716294612.72,3692418882.09,0.0,internal_timestamp,68.4810028076,1483430082.09,33.5565986633,0,9.45960044861,1026.22965481,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('184',)",3692418882.15,4,3.62144994736,3716294610.03,3716294612.72,3692418882.15,0.0,internal_timestamp,68.4800033569,1483430082.15,33.5564994812,0,9.45979976654,1026.22954019,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('185',)",3692418882.22,4,3.62145996094,3716294610.03,3716294612.72,3692418882.22,0.0,internal_timestamp,68.4810028076,1483430082.22,33.5563011169,0,9.46020030975,1026.22932428,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('186',)",3692418882.28,4,3.62149000168,3716294610.03,3716294612.72,3692418882.28,0.0,internal_timestamp,68.4810028076,1483430082.28,33.5559997559,0,9.4607000351,1026.22900714,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('187',)",3692418882.34,4,3.62150001526,3716294610.03,3716294612.72,3692418882.34,0.0,internal_timestamp,68.483001709,1483430082.34,33.5555992126,0,9.46140003204,1026.22858887,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('188',)",3692418882.4,4,3.62152004242,3716294610.03,3716294612.72,3692418882.4,0.0,internal_timestamp,68.4820022583,1483430082.4,33.5553016663,0,9.46189975739,1026.22827014,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('189',)",3692418882.47,4,3.62154006958,3716294610.03,3716294612.72,3692418882.47,0.0,internal_timestamp,68.4840011597,1483430082.47,33.5553016663,0,9.46210002899,1026.22824651,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('190',)",3692418882.53,4,3.62156009674,3716294610.03,3716294612.72,3692418882.53,0.0,internal_timestamp,68.4840011597,1483430082.53,33.5555000305,0,9.46210002899,1026.22840149,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('191',)",3692418882.59,4,3.62158989906,3716294610.03,3716294612.73,3692418882.59,0.0,internal_timestamp,68.486000061,1483430082.59,33.5558013916,0,9.46210002899,1026.22864605,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('192',)",3692418882.65,4,3.62162995338,3716294610.03,3716294612.73,3692418882.65,0.0,internal_timestamp,68.483001709,1483430082.65,33.5559997559,0,9.4624004364,1026.22873824,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('193',)",3692418882.72,4,3.62164998055,3716294610.03,3716294612.73,3692418882.72,0.0,internal_timestamp,68.4800033569,1483430082.72,33.5559005737,0,9.46269989014,1026.22859813,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('194',)",3692418882.78,4,3.62167000771,3716294610.03,3716294612.73,3692418882.78,0.0,internal_timestamp,68.4840011597,1483430082.78,33.5559997559,0,9.46269989014,1026.22869384,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('195',)",3692418882.84,4,3.62167000771,3716294610.03,3716294612.73,3692418882.84,0.0,internal_timestamp,68.4840011597,1483430082.84,33.5561981201,0,9.46249961853,1026.22888156,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('196',)",3692418882.9,4,3.62167000771,3716294610.03,3716294612.73,3692418882.9,0.0,internal_timestamp,68.483001709,1483430082.9,33.5564994812,0,9.4623003006,1026.22914504,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
