obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('95',)",34.0822982788,1,0,1028.36514402,29,29,1,3.40822982788,29,29,3724598710.14,3724598710.33,3617698577.67,44.36831,-124.95276,0.0,34.0523285755,29,29,internal_timestamp,350.869995117,29,29,669670,1408709777,6.44610023499,29,29,3617698577.67
"('96',)",34.0840988159,1,0,1028.35320308,29,29,1,3.40840988159,29,29,3724598710.14,3724598710.33,3617698587.65,44.36831,-124.95276,0.0,34.0528134382,29,29,internal_timestamp,348.269989014,29,29,648011,1408709787,6.44890022278,29,29,3617698587.65
"('97',)",34.1253013611,1,0,1028.33278463,29,29,1,3.41253013611,29,29,3724598710.14,3724598710.33,3617698597.63,44.36831,-124.95276,0.0,34.0496700026,29,29,internal_timestamp,345.880004883,29,29,630873,1408709797,6.49919986725,29,29,3617698597.63
"('98',)",34.1300010681,1,0,1028.31708003,29,29,1,3.41300010681,29,29,3724598710.14,3724598710.33,3617698607.65,44.36831,-124.95276,0.0,34.0456205019,29,29,internal_timestamp,343.470001221,29,29,646651,1408709807,6.50969982147,29,29,3617698607.65
"('99',)",34.1254005432,1,0,1028.30165267,29,29,1,3.41254005432,29,29,3724598710.14,3724598710.33,3617698617.63,44.36831,-124.95276,0.0,34.0404150856,29,29,internal_timestamp,341.040008545,29,29,630615,1408709817,6.5110001564,29,29,3617698617.63
"('100',)",34.168800354,1,0,1028.28203755,29,29,1,3.4168800354,29,29,3724598710.14,3724598710.33,3617698627.65,44.36831,-124.95276,0.0,34.0388319025,29,29,internal_timestamp,338.589996338,29,29,651987,1408709827,6.56220006943,29,29,3617698627.65
"('101',)",34.1893005371,1,0,1028.26819974,29,29,1,3.41893005371,29,29,3724598710.14,3724598710.33,3617698636.67,44.36831,-124.95276,0.0,34.0386990532,29,29,internal_timestamp,336.329986572,29,29,668288,1408709836,6.58629989624,29,29,3617698636.67
"('102',)",34.2443008423,1,0,1028.24963557,29,29,1,3.42443008423,29,29,3724598710.14,3724598710.33,3617698647.65,44.36831,-124.95276,0.0,34.0413880958,29,29,internal_timestamp,333.649993896,29,29,650506,1408709847,6.64620018005,29,29,3617698647.65
"('103',)",34.2728004456,1,0,1028.23440513,29,29,1,3.42728004456,29,29,3724598710.14,3724598710.33,3617698657.67,44.36831,-124.95276,0.0,34.0413689769,29,29,internal_timestamp,331.339996338,29,29,666166,1408709857,6.67910003662,29,29,3617698657.67
"('104',)",34.2896995544,1,0,1028.22177288,29,29,1,3.42896995544,29,29,3724598710.14,3724598710.33,3617698667.65,44.36831,-124.95276,0.0,34.041997298,29,29,internal_timestamp,329.070007324,29,29,650693,1408709867,6.6984000206,29,29,3617698667.65
"('105',)",34.3181991577,1,0,1028.20424892,29,29,1,3.43181991577,29,29,3724598710.14,3724598710.33,3617698677.65,44.36831,-124.95276,0.0,34.0399214402,29,29,internal_timestamp,326.679992676,29,29,647059,1408709877,6.73339986801,29,29,3617698677.65
"('106',)",34.3223991394,1,0,1028.19398418,29,29,1,3.43223991394,29,29,3724598710.14,3724598710.33,3617698687.63,44.36831,-124.95276,0.0,34.040456609,29,29,internal_timestamp,324.510009766,29,29,631580,1408709887,6.73859977722,29,29,3617698687.63
"('107',)",34.3260993958,1,0,1028.18088475,29,29,1,3.43260993958,29,29,3724598710.14,3724598710.33,3617698697.64,44.36831,-124.95276,0.0,34.0383059538,29,29,internal_timestamp,322.25,29,29,639918,1408709897,6.74599981308,29,29,3617698697.64
"('108',)",34.3553009033,1,0,1028.1639337,29,29,1,3.43553009033,29,29,3724598710.14,3724598710.33,3617698707.66,44.36831,-124.95276,0.0,34.0367761952,29,29,internal_timestamp,319.899993896,29,29,655122,1408709907,6.7811999321,29,29,3617698707.66
"('109',)",34.3651008606,1,0,1028.1516781,29,29,1,3.43651008606,29,29,3724598710.14,3724598710.33,3617698717.64,44.36831,-124.95276,0.0,34.037470962,29,29,internal_timestamp,317.459991455,29,29,639879,1408709917,6.79260015488,29,29,3617698717.64
"('110',)",34.3698997498,1,0,1028.13998907,29,29,1,3.43698997498,29,29,3724598710.14,3724598710.33,3617698727.66,44.36831,-124.95276,0.0,34.0382293084,29,29,internal_timestamp,314.959991455,29,29,660801,1408709927,6.79839992523,29,29,3617698727.66
"('111',)",34.3833007812,1,0,1028.12544182,29,29,1,3.43833007813,29,29,3724598710.14,3724598710.33,3617698737.65,44.36831,-124.95276,0.0,34.0367181021,29,29,internal_timestamp,312.589996338,29,29,650245,1408709937,6.81599998474,29,29,3617698737.65
"('112',)",34.3886985779,1,0,1028.11220004,29,29,1,3.43886985779,29,29,3724598710.14,3724598710.33,3617698747.64,44.36831,-124.95276,0.0,34.0353062877,29,29,internal_timestamp,310.209991455,29,29,643246,1408709947,6.82460021973,29,29,3617698747.64
"('113',)",34.3923988342,1,0,1028.09971463,29,29,1,3.43923988342,29,29,3724598710.14,3724598710.33,3617698757.66,44.36831,-124.95276,0.0,34.0340702666,29,29,internal_timestamp,307.899993896,29,29,660852,1408709957,6.83109998703,29,29,3617698757.66
"('114',)",34.3941001892,1,0,1028.0889765,29,29,1,3.43941001892,29,13,3724598710.14,3724598710.33,3617698767.65,44.36831,-124.95276,0.0,34.0341755454,29,29,internal_timestamp,305.630004883,29,29,646128,1408709967,6.83400011063,29,29,3617698767.65
"('115',)",34.4034996033,1,0,1028.07857923,29,29,1,3.44034996033,29,13,3724598710.14,3724598710.33,3617698777.66,44.36831,-124.95276,0.0,34.035702924,29,29,internal_timestamp,303.410003662,29,29,659617,1408709977,6.84399986267,29,29,3617698777.66
"('116',)",34.4197998047,1,0,1028.06528887,29,29,1,3.44197998047,29,13,3724598710.14,3724598710.33,3617698787.65,44.36831,-124.95276,0.0,34.0342342979,29,29,internal_timestamp,301.399993896,29,29,648201,1408709987,6.86460018158,29,29,3617698787.65
"('117',)",34.4275016785,1,0,1028.05674152,29,29,1,3.44275016785,29,13,3724598710.14,3724598710.33,3617698797.66,44.36831,-124.95276,0.0,34.0340567192,29,29,internal_timestamp,299.859985352,29,29,661264,1408709997,6.87410020828,29,29,3617698797.66
"('118',)",34.445098877,1,0,1028.04768728,29,29,1,3.4445098877,29,13,3724598710.14,3724598710.33,3617698806.69,44.36831,-124.95276,0.0,34.0344149936,29,29,internal_timestamp,298.440002441,29,29,686825,1408710006,6.89400005341,29,29,3617698806.69
"('119',)",34.4664993286,1,0,1028.03545069,29,29,1,3.44664993286,29,13,3724598710.14,3724598710.34,3617698817.66,44.36831,-124.95276,0.0,34.0340028299,29,29,internal_timestamp,296.619995117,29,29,663846,1408710017,6.91909980774,29,29,3617698817.66
"('120',)",34.4785003662,1,0,1028.02297667,29,29,1,3.44785003662,29,13,3724598710.14,3724598710.34,3617698827.63,44.36831,-124.95276,0.0,34.0326396803,29,29,internal_timestamp,294.619995117,29,29,627346,1408710027,6.93480014801,29,29,3617698827.63
"('121',)",34.4852981567,1,0,1028.01057056,29,29,1,3.44852981567,29,13,3724598710.14,3724598710.34,3617698837.62,44.36831,-124.95276,0.0,34.0323657059,29,29,internal_timestamp,292.239990234,29,29,624703,1408710037,6.94379997253,29,29,3617698837.62
"('122',)",34.498298645,1,0,1027.99629307,29,29,1,3.4498298645,29,13,3724598710.14,3724598710.34,3617698846.65,44.36831,-124.95276,0.0,34.0304369104,29,29,internal_timestamp,290.0,29,29,649934,1408710046,6.96129989624,29,29,3617698846.65
"('123',)",34.5015983582,1,0,1027.98291369,29,29,1,3.45015983582,29,13,3724598710.14,3724598710.34,3617698857.69,44.36831,-124.95276,0.0,34.0288219418,29,29,internal_timestamp,287.559997559,29,29,694762,1408710057,6.96780014038,29,29,3617698857.69
"('124',)",34.5012016296,1,0,1027.97122643,29,29,1,3.45012016296,29,13,3724598710.14,3724598710.34,3617698867.65,44.36831,-124.95276,0.0,34.0279461488,29,29,internal_timestamp,285.209991455,29,29,646410,1408710067,6.96939992905,29,29,3617698867.65
"('125',)",34.4989013672,1,0,1027.9599103,29,29,1,3.44989013672,29,13,3724598710.14,3724598710.34,3617698877.67,44.36831,-124.95276,0.0,34.027045387,29,29,internal_timestamp,282.880004883,29,29,670824,1408710077,6.9689002037,29,29,3617698877.67
"('126',)",34.4975013733,1,0,1027.94872709,29,29,1,3.44975013733,29,13,3724598710.14,3724598710.34,3617698887.67,44.36831,-124.95276,0.0,34.0264416148,29,29,internal_timestamp,280.549987793,29,29,668567,1408710087,6.96909999847,29,29,3617698887.67
"('127',)",34.5129013062,1,0,1027.93113105,29,29,1,3.45129013062,29,13,3724598710.14,3724598710.34,3617698897.67,44.36831,-124.95276,0.0,34.0217567275,29,29,internal_timestamp,278.230010986,29,29,674810,1408710097,6.99209976196,29,29,3617698897.67
"('128',)",34.5233001709,1,0,1027.91809993,29,29,1,3.45233001709,29,13,3724598710.14,3724598710.34,3617698907.67,44.36831,-124.95276,0.0,34.0201779176,29,29,internal_timestamp,276.100006104,29,29,672600,1408710107,7.00629997253,29,29,3617698907.67
"('129',)",34.5270004272,1,0,1027.90847773,29,29,1,3.45270004272,29,13,3724598710.14,3724598710.34,3617698917.64,44.36831,-124.95276,0.0,34.0211207189,29,29,internal_timestamp,273.970001221,29,29,636126,1408710117,7.01049995422,29,29,3617698917.64
"('130',)",34.5365982056,1,0,1027.89628806,29,29,1,3.45365982056,29,13,3724598710.14,3724598710.34,3617698927.68,44.36831,-124.95276,0.0,34.0205606928,29,29,internal_timestamp,271.790008545,29,29,675555,1408710127,7.02279996872,29,29,3617698927.68
"('131',)",34.5513000488,1,0,1027.88880201,29,29,1,3.45513000488,29,13,3724598710.14,3724598710.34,3617698937.69,44.36831,-124.95276,0.0,34.0186768057,29,29,internal_timestamp,271.059997559,29,29,688473,1408710137,7.04139995575,29,29,3617698937.69
"('132',)",34.5513000488,1,0,1027.88890126,29,29,1,3.45513000488,29,13,3724598710.17,3724598710.38,3617698943.64,44.36831,-124.95276,0.0,34.0188833459,29,29,internal_timestamp,271.040008545,29,29,640743,1408710143,7.04120016098,29,29,3617698943.64
"('133',)",34.4622001648,1,0,1027.93055787,29,29,1,3.44622001648,29,13,3724598710.17,3724598710.38,3617719227.3,44.36831,-124.95276,0.0,34.0128605883,29,29,internal_timestamp,278.160003662,29,29,297447,1408730427,6.94479990005,29,29,3617719227.3
"('134',)",34.4438018799,1,0,1027.94338326,29,29,1,3.44438018799,29,29,3724598710.17,3724598710.38,3617719237.29,44.36831,-124.95276,0.0,34.0129649873,29,29,internal_timestamp,280.269989014,29,29,294756,1408730437,6.92320013046,29,29,3617719237.29
"('135',)",34.4412994385,1,0,1027.96127111,29,29,1,3.44412994385,29,29,3724598710.17,3724598710.38,3617719247.29,44.36831,-124.95276,0.0,34.0179617446,29,29,internal_timestamp,283.029998779,29,29,292695,1408730447,6.91400003433,29,29,3617719247.29
"('136',)",34.4337997437,1,0,1027.97631928,29,29,1,3.44337997437,29,29,3724598710.17,3724598710.38,3617719257.3,44.36831,-124.95276,0.0,34.0185055627,29,29,internal_timestamp,285.899993896,29,29,301367,1408730457,6.90369987488,29,29,3617719257.3
"('137',)",34.4199981689,1,0,1027.99249374,29,29,1,3.44199981689,29,29,3724598710.17,3724598710.38,3617719267.3,44.36831,-124.95276,0.0,34.0192420611,29,29,internal_timestamp,288.760009766,29,29,301055,1408730467,6.88619995117,29,29,3617719267.3
"('138',)",34.4253997803,1,0,1028.00657008,29,29,1,3.44253997803,29,29,3724598710.17,3724598710.38,3617719277.3,44.36831,-124.95276,0.0,34.0204808122,29,29,internal_timestamp,291.720001221,29,29,298538,1408730477,6.88950014114,29,29,3617719277.3
"('139',)",34.365398407,1,0,1028.02729387,29,29,1,3.4365398407,29,29,3724598710.17,3724598710.38,3617719287.3,44.36831,-124.95276,0.0,34.0181353575,29,29,internal_timestamp,294.609985352,29,29,297856,1408730487,6.82369995117,29,29,3617719287.3
"('140',)",34.3578987122,1,0,1028.04041094,29,29,1,3.43578987122,29,29,3724598710.17,3724598710.38,3617719297.31,44.36831,-124.95276,0.0,34.0167046449,29,29,internal_timestamp,297.459991455,29,29,305656,1408730497,6.8154001236,29,29,3617719297.31
"('141',)",34.3646011353,1,0,1028.06019486,29,29,1,3.43646011353,29,29,3724598710.17,3724598710.38,3617719307.31,44.36831,-124.95276,0.0,34.0246546879,29,29,internal_timestamp,300.350006104,29,29,306235,1408730507,6.81339979172,29,29,3617719307.31
"('142',)",34.3616981506,1,0,1028.07429161,29,29,1,3.43616981506,29,29,3724598710.17,3724598710.38,3617719317.3,44.36831,-124.95276,0.0,34.0249069206,29,29,internal_timestamp,303.230010986,29,29,303970,1408730517,6.80849981308,29,29,3617719317.3
"('143',)",34.3616981506,1,0,1028.09740907,29,29,1,3.43616981506,29,29,3724598710.17,3724598710.39,3617719327.31,44.36831,-124.95276,0.0,34.0357090827,29,29,internal_timestamp,306.040008545,29,29,306355,1408730527,6.79619979858,29,29,3617719327.31
"('144',)",34.3786010742,1,0,1028.11612177,29,29,1,3.43786010742,29,29,3724598710.17,3724598710.39,3617719337.3,44.36831,-124.95276,0.0,34.0445310744,29,29,internal_timestamp,308.869995117,29,29,303513,1408730537,6.80469989777,29,29,3617719337.3
"('145',)",34.3576011658,1,0,1028.13141729,29,29,1,3.43576011658,29,29,3724598710.17,3724598710.39,3617719347.3,44.36831,-124.95276,0.0,34.0428572594,29,29,internal_timestamp,311.779998779,29,29,300792,1408730547,6.78159999847,29,29,3617719347.3
"('146',)",34.3410987854,1,0,1028.14811425,29,29,1,3.43410987854,29,29,3724598710.17,3724598710.39,3617719357.31,44.36831,-124.95276,0.0,34.0440078366,29,29,internal_timestamp,314.579986572,29,29,308923,1408730557,6.76070022583,29,29,3617719357.31
"('147',)",34.3338012695,1,0,1028.16297038,29,29,1,3.43338012695,29,29,3724598710.17,3724598710.39,3617719367.31,44.36831,-124.95276,0.0,34.0444830079,29,29,internal_timestamp,317.429992676,29,29,306430,1408730567,6.75069999695,29,29,3617719367.31
"('148',)",34.3210983276,1,0,1028.17929403,29,29,1,3.43210983276,29,29,3724598710.17,3724598710.39,3617719377.3,44.36831,-124.95276,0.0,34.0455258169,29,29,internal_timestamp,320.299987793,29,29,303334,1408730577,6.73409986496,29,29,3617719377.3
"('149',)",34.3022003174,1,0,1028.19852811,29,29,1,3.43022003174,29,29,3724598710.17,3724598710.39,3617719387.3,44.36831,-124.95276,0.0,34.0487602776,29,29,internal_timestamp,323.149993896,29,29,303641,1408730587,6.70839977264,29,29,3617719387.3
"('150',)",34.2211990356,1,0,1028.22209797,29,29,1,3.42211990356,29,29,3724598710.17,3724598710.39,3617719397.31,44.36831,-124.95276,0.0,34.0462725658,29,29,internal_timestamp,325.989990234,29,29,310695,1408730597,6.61929988861,29,29,3617719397.31
"('151',)",34.2121009827,1,0,1028.24078656,29,29,1,3.42121009827,29,29,3724598710.17,3724598710.39,3617719407.31,44.36831,-124.95276,0.0,34.0503840918,29,29,internal_timestamp,328.880004883,29,29,308464,1408730607,6.60360002518,29,29,3617719407.31
"('152',)",34.175201416,1,0,1028.26110383,29,29,1,3.4175201416,29,29,3724598710.17,3724598710.39,3617719417.31,44.36831,-124.95276,0.0,34.0522964434,29,29,internal_timestamp,331.630004883,29,29,308885,1408730617,6.55919981003,29,29,3617719417.31
"('153',)",34.1680984497,1,0,1028.27465397,29,29,1,3.41680984497,29,29,3724598710.17,3724598710.39,3617719427.31,44.36831,-124.95276,0.0,34.0510516124,29,29,internal_timestamp,334.549987793,29,29,307862,1408730627,6.55109977722,29,29,3617719427.31
"('154',)",34.1577987671,1,0,1028.28918994,29,29,1,3.41577987671,29,29,3724598710.17,3724598710.39,3617719437.31,44.36831,-124.95276,0.0,34.0508886137,29,29,internal_timestamp,337.359985352,29,29,308139,1408730637,6.53840017319,29,29,3617719437.31
"('155',)",34.1547012329,1,0,1028.3072411,29,29,1,3.41547012329,29,29,3724598710.17,3724598710.39,3617719447.32,44.36831,-124.95276,0.0,34.0551735462,29,29,internal_timestamp,340.279998779,29,29,315107,1408730647,6.52920007706,29,29,3617719447.32
"('156',)",34.1488990784,1,0,1028.32805658,29,29,1,3.41488990784,29,29,3724598710.17,3724598710.39,3617719457.31,44.36831,-124.95276,0.0,34.0626945074,29,29,internal_timestamp,343.059997559,29,29,310154,1408730657,6.5138001442,29,29,3617719457.31
"('157',)",34.143901825,1,0,1028.34267628,29,29,1,3.4143901825,29,29,3724598710.17,3724598710.39,3617719467.31,44.36831,-124.95276,0.0,34.0632102289,29,29,internal_timestamp,345.929992676,29,29,307394,1408730667,6.50629997253,29,29,3617719467.31
"('158',)",34.1405982971,1,0,1028.35621714,29,29,1,3.41405982971,29,29,3724598710.17,3724598710.39,3617719477.31,44.36831,-124.95276,0.0,34.0631468561,29,29,internal_timestamp,348.739990234,29,29,306623,1408730677,6.50129985809,29,29,3617719477.31
"('159',)",34.1062011719,1,0,1028.37589566,29,29,1,3.41062011719,29,29,3724598710.17,3724598710.39,3617719487.32,44.36831,-124.95276,0.0,34.0640589314,29,29,internal_timestamp,351.640014648,29,29,316752,1408730687,6.46059989929,29,29,3617719487.32
"('160',)",34.0624008179,1,0,1028.39283194,29,29,1,3.40624008179,29,13,3724598710.17,3724598710.39,3617719497.32,44.36831,-124.95276,0.0,34.060707604,29,29,internal_timestamp,354.489990234,29,29,318212,1408730697,6.41370010376,29,29,3617719497.32
"('161',)",34.0531005859,1,0,1028.40676879,29,29,1,3.40531005859,29,13,3724598710.17,3724598710.39,3617719507.32,44.36831,-124.95276,0.0,34.0598261983,29,29,internal_timestamp,357.350006104,29,29,317667,1408730707,6.40280008316,29,29,3617719507.32
"('162',)",34.0498008728,1,0,1028.41921385,29,29,1,3.40498008728,29,13,3724598710.17,3724598710.39,3617719517.32,44.36831,-124.95276,0.0,34.0587861467,29,29,internal_timestamp,360.119995117,29,29,315243,1408730717,6.39879989624,29,29,3617719517.32
"('163',)",34.0525016785,1,0,1028.43113307,29,29,1,3.40525016785,29,13,3724598710.17,3724598710.39,3617719527.31,44.36831,-124.95276,0.0,34.05802766,29,29,internal_timestamp,362.920013428,29,29,312654,1408730727,6.40119981766,29,29,3617719527.31
"('164',)",34.0477981567,1,0,1028.44525032,29,29,1,3.40477981567,29,13,3724598710.17,3724598710.39,3617719537.31,44.36831,-124.95276,0.0,34.0579576975,29,29,internal_timestamp,365.809997559,29,29,311956,1408730737,6.39459991455,29,29,3617719537.31
"('165',)",34.0460014343,1,0,1028.45838901,29,29,1,3.40460014343,29,13,3724598710.17,3724598710.39,3617719547.33,44.36831,-124.95276,0.0,34.0576676264,29,29,internal_timestamp,368.630004883,29,29,327434,1408730747,6.39149999619,29,29,3617719547.33
"('166',)",34.0437011719,1,0,1028.4717581,29,29,1,3.40437011719,29,13,3724598710.17,3724598710.39,3617719557.32,44.36831,-124.95276,0.0,34.0572915686,29,29,internal_timestamp,371.5,29,29,321213,1408730757,6.38789987564,29,29,3617719557.32
"('167',)",34.020198822,1,0,1028.49093746,29,29,1,3.4020198822,29,13,3724598710.17,3724598710.39,3617719567.58,44.36831,-124.95276,0.0,34.0599617744,29,29,internal_timestamp,374.309997559,29,29,575702,1408730767,6.3576002121,29,29,3617719567.58
"('168',)",34.0015983582,1,0,1028.51030933,29,29,1,3.40015983582,29,13,3724598710.17,3724598710.39,3617719577.32,44.36831,-124.95276,0.0,34.0638133714,29,29,internal_timestamp,377.089996338,29,29,315696,1408730777,6.33160018921,29,29,3617719577.32
"('169',)",34.0031013489,1,0,1028.52738547,29,29,1,3.40031013489,29,13,3724598710.17,3724598710.39,3617719587.32,44.36831,-124.95276,0.0,34.068178869,29,29,internal_timestamp,379.940002441,29,29,315557,1408730787,6.32749986649,29,29,3617719587.32
"('170',)",34.0215988159,1,0,1028.54387239,29,29,1,3.40215988159,29,13,3724598710.17,3724598710.39,3617719597.32,44.36831,-124.95276,0.0,34.0750404054,29,29,internal_timestamp,382.730010986,29,29,316338,1408730797,6.33990001678,29,29,3617719597.32
"('171',)",34.0234985352,1,0,1028.56416293,29,29,1,3.40234985352,29,13,3724598710.17,3724598710.4,3617719607.35,44.36831,-124.95276,0.0,34.0830492078,29,29,internal_timestamp,385.559997559,29,29,353090,1408730807,6.33260011673,29,29,3617719607.35
"('172',)",34.0157012939,1,0,1028.57599565,29,29,1,3.40157012939,29,13,3724598710.17,3724598710.4,3617719617.34,44.36831,-124.95276,0.0,34.0801489187,29,29,internal_timestamp,388.420013428,29,29,341761,1408730817,6.32539987564,29,29,3617719617.34
"('173',)",34.0171012878,1,0,1028.59296432,29,29,1,3.40171012878,29,13,3724598710.17,3724598710.4,3617719627.32,44.36831,-124.95276,0.0,34.0841828133,29,29,internal_timestamp,391.309997559,29,29,317162,1408730827,6.32149982452,29,29,3617719627.32
"('174',)",34.0088996887,1,0,1028.60753575,29,29,1,3.40088996887,29,13,3724598710.17,3724598710.4,3617719637.33,44.36831,-124.95276,0.0,34.0847806488,29,29,internal_timestamp,394.049987793,29,29,325671,1408730837,6.31040000916,29,29,3617719637.33
"('175',)",33.9873008728,1,0,1028.62359556,29,29,1,3.39873008728,29,13,3724598710.17,3724598710.4,3617719647.33,44.36831,-124.95276,0.0,34.0840531697,29,29,internal_timestamp,396.929992676,29,29,326287,1408730847,6.28560018539,29,29,3617719647.33
"('176',)",33.9875984192,1,0,1028.63771158,29,29,1,3.39875984192,29,13,3724598710.17,3724598710.4,3617719657.33,44.36831,-124.95276,0.0,34.084870231,29,29,internal_timestamp,399.809997559,29,29,326524,1408730857,6.28369998932,29,29,3617719657.33
"('177',)",33.9976005554,1,0,1028.652152,29,29,1,3.39976005554,29,13,3724598710.17,3724598710.4,3617719667.33,44.36831,-124.95276,0.0,34.0880579635,29,29,internal_timestamp,402.609985352,29,29,327939,1408730867,6.29029989243,29,29,3617719667.33
"('178',)",33.9566001892,1,0,1028.67852227,29,29,1,3.39566001892,29,13,3724598710.17,3724598710.4,3617719677.33,44.36831,-124.95276,0.0,34.0953608753,29,29,internal_timestamp,405.470001221,29,29,328438,1408730877,6.23579978943,29,29,3617719677.33
"('179',)",33.9651985168,1,0,1028.6906508,29,29,1,3.39651985168,29,13,3724598710.17,3724598710.4,3617719687.32,44.36831,-124.95276,0.0,34.0955638235,29,29,internal_timestamp,408.320007324,29,29,323405,1408730887,6.24380016327,29,29,3617719687.32
"('180',)",33.9594993591,1,0,1028.70742526,29,29,1,3.39594993591,29,13,3724598710.17,3724598710.4,3617719697.32,44.36831,-124.95276,0.0,34.0986177511,29,29,internal_timestamp,411.130004883,29,29,322999,1408730897,6.23299980164,29,29,3617719697.32
"('181',)",33.9637985229,1,0,1028.72231999,29,29,1,3.39637985229,29,13,3724598710.17,3724598710.4,3617719707.32,44.36831,-124.95276,0.0,34.1008988196,29,29,internal_timestamp,414.019989014,29,29,324539,1408730907,6.23409986496,29,29,3617719707.32
"('182',)",33.9440994263,1,0,1028.73737397,29,29,1,3.39440994263,29,29,3724598710.17,3724598710.4,3617719717.32,44.36831,-124.95276,0.0,34.0997147516,29,29,internal_timestamp,416.839996338,29,29,324233,1408730917,6.21190023422,29,29,3617719717.32
"('183',)",33.8324012756,1,0,1028.75974954,29,29,1,3.38324012756,29,29,3724598710.17,3724598710.4,3617719727.33,44.36831,-124.95276,0.0,34.0911777595,29,29,internal_timestamp,419.670013428,29,29,332743,1408730927,6.09420013428,29,29,3617719727.33
"('184',)",33.7182998657,1,0,1028.77399504,29,29,1,3.37182998657,29,29,3724598710.17,3724598710.4,3617719737.33,44.36831,-124.95276,0.0,34.0736565724,29,29,internal_timestamp,422.480010986,29,29,330162,1408730937,5.9826002121,29,29,3617719737.33
"('185',)",33.5999984741,1,0,1028.79577114,29,29,1,3.35999984741,29,29,3724598710.17,3724598710.4,3617719747.33,44.36831,-124.95276,0.0,34.0637414779,29,29,internal_timestamp,425.290008545,29,29,332041,1408730947,5.85850000381,29,29,3617719747.33
"('186',)",33.710899353,1,0,1028.80502467,29,29,1,3.3710899353,29,29,3724598710.17,3724598710.4,3617719757.33,44.36831,-124.95276,0.0,34.0777134061,29,29,internal_timestamp,428.100006104,29,29,329642,1408730957,5.96750020981,29,29,3617719757.33
"('187',)",33.6292991638,1,0,1028.82681262,29,29,1,3.36292991638,29,29,3724598710.17,3724598710.4,3617719767.33,44.36831,-124.95276,0.0,34.0735475796,29,29,internal_timestamp,430.959991455,29,29,330558,1408730967,5.87879991531,29,29,3617719767.33
"('188',)",33.7176017761,1,0,1028.83882534,29,29,1,3.37176017761,29,29,3724598710.17,3724598710.4,3617719777.33,44.36831,-124.95276,0.0,34.0866381781,29,29,internal_timestamp,433.809997559,29,29,330229,1408730977,5.96330022812,29,29,3617719777.33
"('189',)",33.8690986633,1,0,1028.85314982,29,29,1,3.38690986633,29,29,3724598710.17,3724598710.4,3617719787.35,44.36831,-124.95276,0.0,34.1130191483,29,29,internal_timestamp,436.609985352,29,29,346374,1408730987,6.10510015488,29,29,3617719787.35
"('190',)",33.8838996887,1,0,1028.87238399,29,29,1,3.38838996887,29,29,3724598710.17,3724598710.4,3617719797.33,44.36831,-124.95276,0.0,34.1220907561,29,29,internal_timestamp,439.429992676,29,29,331116,1408730997,6.1111998558,29,29,3617719797.33
"('191',)",33.871799469,1,0,1028.89027733,29,29,1,3.3871799469,29,29,3724598710.17,3724598710.4,3617719807.34,44.36831,-124.95276,0.0,34.1248514395,29,29,internal_timestamp,442.329986572,29,29,335484,1408731007,6.09350013733,29,29,3617719807.34
"('192',)",33.8713989258,1,0,1028.90409529,29,29,1,3.38713989258,29,29,3724598710.17,3724598710.4,3617719817.34,44.36831,-124.95276,0.0,34.1257423425,29,29,internal_timestamp,445.109985352,29,29,335272,1408731017,6.0907998085,29,29,3617719817.34
"('193',)",33.8511009216,1,0,1028.91924539,29,29,1,3.38511009216,29,29,3724598710.17,3724598710.4,3617719827.33,44.36831,-124.95276,0.0,34.1246805487,29,29,internal_timestamp,447.910003662,29,29,333920,1408731027,6.06780004501,29,29,3617719827.33
"('194',)",33.7952003479,1,0,1028.93843821,29,29,1,3.37952003479,29,29,3724598710.17,3724598710.4,3617719837.33,44.36831,-124.95276,0.0,34.121870122,29,29,internal_timestamp,450.760009766,29,29,333827,1408731037,6.00670003891,29,29,3617719837.33
"('195',)",33.7349014282,1,0,1028.95598633,29,29,1,3.37349014282,29,29,3724598710.17,3724598710.4,3617719847.33,44.36831,-124.95276,0.0,34.1165837759,29,29,internal_timestamp,453.609985352,29,29,334419,1408731047,5.94309997559,29,29,3617719847.33
"('196',)",33.6652984619,1,0,1028.97340724,29,29,1,3.36652984619,29,29,3724598710.17,3724598710.4,3617719857.34,44.36831,-124.95276,0.0,34.110274765,29,29,internal_timestamp,456.339996338,29,29,335397,1408731057,5.87010002136,29,29,3617719857.34
"('197',)",33.5754013062,1,0,1028.99782023,29,29,1,3.35754013062,29,29,3724598710.17,3724598710.4,3617719867.34,44.36831,-124.95276,0.0,34.1075919787,29,29,internal_timestamp,459.209991455,29,29,341389,1408731067,5.77059984207,29,29,3617719867.34
"('198',)",33.5214004517,1,0,1029.0126349,29,29,1,3.35214004517,29,29,3724598710.17,3724598710.4,3617719877.33,44.36831,-124.95276,0.0,34.1006871023,29,29,internal_timestamp,462.019989014,29,29,331537,1408731077,5.71549987793,29,29,3617719877.33
