obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3659500870.23,2,33.3078994751,3724598981.53,3724598981.8,3659500870.23,0.0,internal_timestamp,575.210021973,227972,1450512070,5.40409994125,3.33078994751,34.1167404435,1029.58600145,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1',)",3659500881.22,2,33.3069000244,3724598981.53,3724598981.8,3659500881.22,0.0,internal_timestamp,573.510009766,222664,1450512081,5.40360021591,3.33069000244,34.1169516484,1029.57843796,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2',)",3659500892.23,2,33.3050994873,3724598981.53,3724598981.8,3659500892.23,0.0,internal_timestamp,571.640014648,228476,1450512092,5.40269994736,3.33050994873,34.11674072,1029.56981509,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3',)",3659500903.22,2,33.3022003174,3724598981.53,3724598981.8,3659500903.22,0.0,internal_timestamp,569.590026855,223077,1450512103,5.40000009537,3.33022003174,34.1171892612,1029.56112355,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('4',)",3659500914.23,2,33.3004989624,3724598981.53,3724598981.8,3659500914.23,0.0,internal_timestamp,567.710021973,229923,1450512114,5.39879989624,3.33004989624,34.1173998652,1029.55282543,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('5',)",3659500925.23,2,33.3016014099,3724598981.53,3724598981.8,3659500925.23,0.0,internal_timestamp,566.039978027,225657,1450512125,5.40140008926,3.33016014099,34.1168530276,1029.54439138,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('6',)",3659500936.23,2,33.3012008667,3724598981.53,3724598981.8,3659500936.23,0.0,internal_timestamp,564.469970703,231136,1450512136,5.40189981461,3.33012008667,34.1166708361,1029.53698064,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('7',)",3659500947.23,2,33.3013000488,3724598981.53,3724598981.8,3659500947.23,0.0,internal_timestamp,562.869995117,225790,1450512147,5.40310001373,3.33013000488,34.1163637534,1029.52924138,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3659500958.23,2,33.3019981384,3724598981.53,3724598981.8,3659500958.23,0.0,internal_timestamp,561.280029297,231818,1450512158,5.4046998024,3.33019981384,34.1163292182,1029.5217098,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3659500969.23,2,33.3027000427,3724598981.53,3724598981.81,3659500969.23,0.0,internal_timestamp,559.659973145,229015,1450512169,5.40689992905,3.33027000427,34.1157066833,1029.51349761,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3659500980.23,2,33.3059997559,3724598981.53,3724598981.81,3659500980.23,0.0,internal_timestamp,558.08001709,232201,1450512180,5.41149997711,3.33059997559,34.1155931299,1029.50555338,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3659500991.24,2,33.3125991821,3724598981.53,3724598981.81,3659500991.24,0.0,internal_timestamp,556.570007324,240752,1450512191,5.42119979858,3.33125991821,34.114041165,1029.4961234,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3659501002.23,2,33.3125991821,3724598981.53,3724598981.81,3659501002.23,0.0,internal_timestamp,555.140014648,234716,1450512202,5.42180013657,3.33125991821,34.1141438671,1029.48956533,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3659501013.24,2,33.3152008057,3724598981.53,3724598981.81,3659501013.24,0.0,internal_timestamp,553.489990234,239947,1450512213,5.4264998436,3.33152008057,34.1131698475,1029.4806083,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3659501024.24,2,33.3135986328,3724598981.53,3724598981.81,3659501024.24,0.0,internal_timestamp,551.729980469,235191,1450512224,5.42490005493,3.33135986328,34.1138388186,1029.47327255,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3659501035.24,2,33.3148002625,3724598981.53,3724598981.81,3659501035.24,0.0,internal_timestamp,549.940002441,240627,1450512235,5.42780017853,3.33148002625,34.1131616496,1029.46414463,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3659501046.25,2,33.313999176,3724598981.53,3724598981.81,3659501046.25,0.0,internal_timestamp,548.280029297,245680,1450512246,5.42719984055,3.3313999176,34.1136817544,1029.45701805,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3659501057.24,2,33.3180999756,3724598981.53,3724598981.81,3659501057.24,0.0,internal_timestamp,546.739990234,242522,1450512257,5.43389987946,3.33180999756,34.112335836,1029.44800821,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3659501068.25,2,33.3199996948,3724598981.53,3724598981.81,3659501068.25,0.0,internal_timestamp,545.260009766,251890,1450512268,5.43699979782,3.33199996948,34.1120969586,1029.44062095,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3659501079.24,2,33.3219985962,3724598981.53,3724598981.81,3659501079.24,0.0,internal_timestamp,543.659973145,241744,1450512279,5.44059991837,3.33219985962,34.1115247264,1029.43235416,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3659501090.24,2,33.3268013,3724598981.53,3724598981.81,3659501090.24,0.0,internal_timestamp,542.08001709,238343,1450512290,5.44780015945,3.33268013,34.110491173,1029.42334073,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3659501101.24,2,33.3274002075,3724598981.53,3724598981.81,3659501101.24,0.0,internal_timestamp,540.440002441,244580,1450512301,5.44929981232,3.33274002075,34.1104704263,1029.41560198,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3659501112.25,2,33.3301010132,3724598981.53,3724598981.81,3659501112.25,0.0,internal_timestamp,538.719970703,251087,1450512312,5.45370006561,3.33301010132,34.1099470544,1029.40671711,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3659501123.25,2,33.3342018127,3724598981.53,3724598981.84,3659501123.25,0.0,internal_timestamp,537.150024414,246319,1450512323,5.46010017395,3.33342018127,34.1089192322,1029.39785929,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3659501134.25,2,33.3367996216,3724598981.53,3724598981.84,3659501134.25,0.0,internal_timestamp,535.780029297,252556,1450512334,5.46430015564,3.33367996216,34.1083073764,1029.39053691,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3659501145.25,2,33.3385009766,3724598981.53,3724598981.84,3659501145.25,0.0,internal_timestamp,534.599975586,245636,1450512345,5.4672999382,3.33385009766,34.1077952847,1029.38432301,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3659501156.25,2,33.3385009766,3724598981.53,3724598981.84,3659501156.25,0.0,internal_timestamp,533.159973145,251202,1450512356,5.46770000458,3.33385009766,34.1081059722,1029.37790773,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3659501167.25,2,33.3396987915,3724598981.53,3724598981.84,3659501167.25,0.0,internal_timestamp,531.650024414,246237,1450512367,5.47009992599,3.33396987915,34.1077916797,1029.37041499,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3659501178.25,2,33.3465003967,3724598981.53,3724598981.84,3659501178.25,0.0,internal_timestamp,530.190002441,248766,1450512378,5.48040008545,3.33465003967,34.1058373162,1029.36081599,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3659501189.25,2,33.3582992554,3724598981.53,3724598981.84,3659501189.25,0.0,internal_timestamp,528.789978027,253634,1450512389,5.49660015106,3.33582992554,34.1035696543,1029.35046484,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3659501200.26,2,33.3698997498,3724598981.53,3724598981.84,3659501200.26,0.0,internal_timestamp,527.460021973,259334,1450512400,5.51249980927,3.33698997498,34.101344757,1029.34050672,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3659501211.25,2,33.3720016479,3724598981.53,3724598981.84,3659501211.25,0.0,internal_timestamp,526.08001709,254064,1450512411,5.51599979401,3.33720016479,34.1008814188,1029.333347,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3659501222.26,2,33.3723983765,3724598981.53,3724598981.84,3659501222.26,0.0,internal_timestamp,524.760009766,261328,1450512422,5.51700019836,3.33723983765,34.1009764878,1029.32723319,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3659501233.26,2,33.3726997375,3724598981.53,3724598981.84,3659501233.26,0.0,internal_timestamp,523.630004883,257710,1450512433,5.51830005646,3.33726997375,34.1005666822,1029.32155371,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3659501244.26,2,33.3730010986,3724598981.53,3724598981.84,3659501244.26,0.0,internal_timestamp,522.809997559,262525,1450512444,5.51870012283,3.33730010986,34.1009116823,1029.31801014,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3659501255.26,2,33.391998291,3724598981.53,3724598981.84,3659501255.26,0.0,internal_timestamp,522.16998291,256982,1450512455,5.54540014267,3.3391998291,34.0958351425,1029.30753818,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3659501266.26,2,33.4006996155,3724598981.53,3724598981.84,3659501266.26,0.0,internal_timestamp,521.640014648,261236,1450512466,5.55719995499,3.34006996155,34.0940608778,1029.30214406,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3659501277.26,2,33.4020996094,3724598981.53,3724598981.84,3659501277.26,0.0,internal_timestamp,520.979980469,257215,1450512477,5.55870008469,3.34020996094,34.0944621735,1029.29923308,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3659501288.26,2,33.4087982178,3724598981.53,3724598981.84,3659501288.26,0.0,internal_timestamp,520.289978027,263072,1450512488,5.56720018387,3.34087982178,34.0938246269,1029.29443711,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3659501299.26,2,33.4132995605,3724598981.53,3724598981.84,3659501299.26,0.0,internal_timestamp,519.530029297,258841,1450512499,5.5734000206,3.34132995605,34.0930506034,1029.28951784,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3659501310.27,2,33.420501709,3724598981.53,3724598981.84,3659501310.27,0.0,internal_timestamp,518.760009766,265511,1450512510,5.58409976959,3.3420501709,34.0908044641,1029.28279465,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3659501321.27,2,33.4211006165,3724598981.53,3724598981.84,3659501321.27,0.0,internal_timestamp,518.020019531,266422,1450512521,5.58470010757,3.34211006165,34.0912443365,1029.27966675,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3659501332.27,2,33.42029953,3724598981.53,3724598981.84,3659501332.27,0.0,internal_timestamp,517.229980469,266920,1450512532,5.58349990845,3.342029953,34.0919381062,1029.27674849,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3659501343.26,2,33.4225006104,3724598981.53,3724598981.84,3659501343.26,0.0,internal_timestamp,516.450012207,262670,1450512543,5.58720016479,3.34225006104,34.0910874759,1029.27200876,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3659501354.27,2,33.4216995239,3724598981.53,3724598981.85,3659501354.27,0.0,internal_timestamp,515.640014648,268764,1450512554,5.58669996262,3.34216995239,34.0910852486,1029.26835769,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3659501365.27,2,33.4222984314,3724598981.53,3724598981.85,3659501365.27,0.0,internal_timestamp,514.789978027,273850,1450512565,5.58799982071,3.34222984314,34.0908742575,1029.26411925,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3659501376.27,2,33.4221000671,3724598981.53,3724598981.85,3659501376.27,0.0,internal_timestamp,513.960021973,268105,1450512576,5.58809995651,3.34221000671,34.0909596267,1029.26036571,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3659501387.27,2,33.4291000366,3724598981.53,3724598981.85,3659501387.27,0.0,internal_timestamp,513.109985352,274770,1450512587,5.59889984131,3.34291000366,34.0884229672,1029.25303286,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3659501398.27,2,33.4394989014,3724598981.53,3724598981.85,3659501398.27,0.0,internal_timestamp,512.150024414,268085,1450512598,5.61369991302,3.34394989014,34.085758804,1029.24456217,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3659501409.27,2,33.4668006897,3724598981.53,3724598981.85,3659501409.27,0.0,internal_timestamp,511.170013428,273372,1450512609,5.65080022812,3.34668006897,34.079771291,1029.23040704,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3659501420.28,2,33.473400116,3724598981.53,3724598981.85,3659501420.28,0.0,internal_timestamp,510.140014648,278446,1450512620,5.65910005569,3.3473400116,34.0793885936,1029.22427359,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3659501431.27,2,33.4742012024,3724598981.53,3724598981.85,3659501431.27,0.0,internal_timestamp,509.089996338,271260,1450512631,5.66009998322,3.34742012024,34.0798070548,1029.21965371,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3659501442.28,2,33.4765014648,3724598981.53,3724598981.85,3659501442.28,0.0,internal_timestamp,508.0,278431,1450512642,5.6641998291,3.34765014648,34.0788196926,1029.21332951,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3659501453.28,2,33.4902000427,3724598981.53,3724598981.85,3659501453.28,0.0,internal_timestamp,506.970001221,282644,1450512653,5.68440008163,3.34902000427,34.0744844059,1029.20249249,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3659501464.28,2,33.4952011108,3724598981.53,3724598981.85,3659501464.28,0.0,internal_timestamp,506.019989014,276238,1450512664,5.69220018387,3.34952011108,34.0727573308,1029.19573242,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3659501475.28,2,33.4959983826,3724598981.53,3724598981.85,3659501475.28,0.0,internal_timestamp,505.070007324,282432,1450512675,5.69269990921,3.34959983826,34.0736249257,1029.19199193,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3659501486.28,2,33.4981994629,3724598981.53,3724598981.85,3659501486.28,0.0,internal_timestamp,504.130004883,276694,1450512686,5.69570016861,3.34981994629,34.0735580127,1029.18722448,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3659501497.28,2,33.5004005432,3724598981.53,3724598981.85,3659501497.28,0.0,internal_timestamp,503.239990234,279803,1450512697,5.6985001564,3.35004005432,34.0736678642,1029.18285214,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3659501508.28,2,33.5026016235,3724598981.53,3724598981.85,3659501508.28,0.0,internal_timestamp,502.329986572,284058,1450512708,5.70160007477,3.35026016235,34.0734857435,1029.17811801,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3659501519.28,2,33.5098991394,3724598981.53,3724598981.85,3659501519.28,0.0,internal_timestamp,501.269989014,278162,1450512719,5.71089982986,3.35098991394,34.0728985635,1029.17154671,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('60',)",3659501530.28,2,33.5525016785,3724598981.53,3724598981.85,3659501530.28,0.0,internal_timestamp,500.260009766,284087,1450512730,5.76480007172,3.35525016785,34.0672991732,1029.15527287,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('61',)",3659501541.29,2,33.559299469,3724598981.53,3724598981.85,3659501541.29,0.0,internal_timestamp,499.279998779,288012,1450512741,5.77120018005,3.3559299469,34.0690194419,1029.15127048,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('62',)",3659501552.29,2,33.5603981018,3724598981.53,3724598981.85,3659501552.29,0.0,internal_timestamp,498.279998779,291481,1450512752,5.77199983597,3.35603981018,34.0699482687,1029.1473064,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('63',)",3659501563.29,2,33.5605010986,3724598981.53,3724598981.85,3659501563.29,0.0,internal_timestamp,497.269989014,293745,1450512763,5.77209997177,3.35605010986,34.0704619327,1029.14306357,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('64',)",3659501574.29,2,33.5647010803,3724598981.53,3724598981.85,3659501574.29,0.0,internal_timestamp,496.25,291704,1450512774,5.77820014954,3.35647010803,34.0695722228,1029.13686327,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('65',)",3659501585.29,2,33.5731010437,3724598981.53,3724598981.85,3659501585.29,0.0,internal_timestamp,495.0,292325,1450512785,5.78950023651,3.35731010437,34.0683075682,1029.12861264,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('66',)",3659501596.3,2,33.5806007385,3724598981.53,3724598981.85,3659501596.3,0.0,internal_timestamp,493.410003662,295885,1450512796,5.79960012436,3.35806007385,34.0674007434,1029.1192447,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('67',)",3659501607.3,2,33.5918998718,3724598981.53,3724598981.85,3659501607.3,0.0,internal_timestamp,491.859985352,299876,1450512807,5.81290006638,3.35918998718,34.0675417728,1029.11045317,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('68',)",3659501618.29,2,33.612701416,3724598981.53,3724598981.86,3659501618.29,0.0,internal_timestamp,490.290008545,294158,1450512818,5.84619998932,3.3612701416,34.0583175075,1029.09149761,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('69',)",3659501629.3,2,33.6339988708,3724598981.53,3724598981.86,3659501629.3,0.0,internal_timestamp,488.790008545,299725,1450512829,5.87799978256,3.36339988708,34.0511263647,1029.07465753,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('70',)",3659501640.29,2,33.6398010254,3724598981.53,3724598981.86,3659501640.29,0.0,internal_timestamp,487.649993896,293708,1450512840,5.88570022583,3.36398010254,34.0504926445,1029.06788758,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('71',)",3659501651.3,2,33.6427001953,3724598981.53,3724598981.86,3659501651.3,0.0,internal_timestamp,486.410003662,300157,1450512851,5.88940000534,3.36427001953,34.0506537888,1029.06182626,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('72',)",3659501661.3,2,33.643901825,3724598981.53,3724598981.86,3659501661.3,0.0,internal_timestamp,485.350006104,301594,1450512861,5.89139986038,3.3643901825,34.050521475,1029.05658968,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('73',)",3659501673.3,2,33.6498985291,3724598981.53,3724598981.86,3659501673.3,0.0,internal_timestamp,484.179992676,297635,1450512873,5.89989995956,3.36498985291,34.049319115,1029.04912572,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('74',)",3659501684.3,2,33.6534004211,3724598981.53,3724598981.86,3659501684.3,0.0,internal_timestamp,483.320007324,301050,1450512884,5.90450000763,3.36534004211,34.0490683711,1029.04436079,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('75',)",3659501694.3,2,33.6539993286,3724598981.53,3724598981.86,3659501694.3,0.0,internal_timestamp,482.459991455,301974,1450512894,5.90570020676,3.36539993286,34.0489615369,1029.04016969,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('76',)",3659501706.3,2,33.6561012268,3724598981.53,3724598981.86,3659501706.3,0.0,internal_timestamp,481.279998779,297676,1450512906,5.90850019455,3.36561012268,34.0490982632,1029.03448586,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('77',)",3659501717.3,2,33.6664009094,3724598981.53,3724598981.86,3659501717.3,0.0,internal_timestamp,480.179992676,302731,1450512917,5.92250013351,3.36664009094,34.0471858596,1029.02603748,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('78',)",3659501727.3,2,33.6912002563,3724598981.53,3724598981.86,3659501727.3,0.0,internal_timestamp,479.260009766,302233,1450512927,5.95389986038,3.36912002563,34.044042684,1029.01508046,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('79',)",3659501739.31,2,33.7150001526,3724598981.53,3724598981.86,3659501739.31,0.0,internal_timestamp,478.309997559,308307,1450512939,5.9826002121,3.37150001526,34.0424903872,1029.00559628,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('80',)",3659501750.31,2,33.7178993225,3724598981.53,3724598981.86,3659501750.31,0.0,internal_timestamp,477.519989014,311814,1450512950,5.98719978333,3.37178993225,34.0415273768,1029.00058949,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('81',)",3659501760.31,2,33.7240982056,3724598981.53,3724598981.86,3659501760.31,0.0,internal_timestamp,476.779998779,313821,1450512960,5.99520015717,3.37240982056,34.0408382173,1028.99556372,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('82',)",3659501772.31,2,33.7439994812,3724598981.53,3724598981.86,3659501772.31,0.0,internal_timestamp,476.019989014,308454,1450512972,6.01849985123,3.37439994812,34.040217299,1028.98841088,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('83',)",3659501783.31,2,33.7513008118,3724598981.53,3724598981.86,3659501783.31,0.0,internal_timestamp,475.369995117,313139,1450512983,6.02629995346,3.37513008118,34.040918454,1028.98491692,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('84',)",3659501793.31,2,33.7583007812,3724598981.53,3724598981.86,3659501793.31,0.0,internal_timestamp,474.679992676,312975,1450512993,6.03410005569,3.37583007813,34.0413006808,1028.98098814,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('85',)",3659501805.31,2,33.7638015747,3724598981.53,3724598981.86,3659501805.31,0.0,internal_timestamp,473.929992676,310411,1450513005,6.04169988632,3.37638015747,34.0402321937,1028.97566993,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('86',)",3659501816.31,2,33.7667999268,3724598981.53,3724598981.86,3659501816.31,0.0,internal_timestamp,473.190002441,313551,1450513016,6.04549980164,3.37667999268,34.0401544941,1028.97169667,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('87',)",3659501827.32,2,33.7787017822,3724598981.53,3724598981.86,3659501827.32,0.0,internal_timestamp,472.369995117,317562,1450513027,6.0595998764,3.37787017822,34.0397911412,1028.96572167,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('88',)",3659501838.31,2,33.7896995544,3724598981.53,3724598981.86,3659501838.31,0.0,internal_timestamp,471.489990234,310486,1450513038,6.0735001564,3.37896995544,34.0386431346,1028.95888011,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('89',)",3659501849.31,2,33.8036994934,3724598981.53,3724598981.86,3659501849.31,0.0,internal_timestamp,470.589996338,314723,1450513049,6.09089994431,3.38036994934,34.0373672595,1028.95136453,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('90',)",3659501860.32,2,33.8100013733,3724598981.53,3724598981.86,3659501860.32,0.0,internal_timestamp,469.700012207,320095,1450513060,6.09779977798,3.38100013733,34.037961066,1028.94680526,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('91',)",3659501871.31,2,33.8273010254,3724598981.53,3724598981.86,3659501871.31,0.0,internal_timestamp,468.769989014,312505,1450513071,6.11920022964,3.38273010254,34.0363919303,1028.93836783,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('92',)",3659501882.32,2,33.8482017517,3724598981.53,3724598981.86,3659501882.32,0.0,internal_timestamp,467.890014648,316220,1450513082,6.14580011368,3.38482017517,34.0336304386,1028.92850169,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3659501893.32,2,33.8694992065,3724598981.53,3724598981.86,3659501893.32,0.0,internal_timestamp,467.089996338,320338,1450513093,6.17129993439,3.38694992065,34.0323675752,1028.92032596,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3659501904.33,2,33.8787002563,3724598981.53,3724598981.86,3659501904.33,0.0,internal_timestamp,466.429992676,325042,1450513104,6.18219995499,3.38787002563,34.0320903687,1028.91557872,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3659501915.32,2,33.885799408,3724598981.53,3724598981.86,3659501915.32,0.0,internal_timestamp,465.540008545,319505,1450513115,6.19019985199,3.3885799408,34.032470693,1028.91069474,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3659501926.33,2,33.8972015381,3724598981.53,3724598981.86,3659501926.33,0.0,internal_timestamp,464.570007324,325324,1450513126,6.20469999313,3.38972015381,34.0312093226,1028.90325364,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3659501937.32,2,33.9043006897,3724598981.53,3724598981.86,3659501937.32,0.0,internal_timestamp,463.690002441,319566,1450513137,6.21369981766,3.39043006897,34.0305862426,1028.89748659,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3659501947.32,2,33.9112014771,3724598981.53,3724598981.86,3659501947.32,0.0,internal_timestamp,462.910003662,322792,1450513147,6.22179985046,3.39112014771,34.0305895776,1028.89279432,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3659501959.32,2,33.9275016785,3724598981.53,3724598981.86,3659501959.32,0.0,internal_timestamp,461.850006104,321876,1450513159,6.24149990082,3.39275016785,34.0296485114,1028.88446831,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3659501970.33,2,33.9448013306,3724598981.53,3724598981.86,3659501970.33,0.0,internal_timestamp,460.809997559,328079,1450513170,6.26319980621,3.39448013306,34.0278166401,1028.87525242,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3659501980.33,2,33.9603996277,3724598981.53,3724598981.86,3659501980.33,0.0,internal_timestamp,459.730010986,329477,1450513180,6.28259992599,3.39603996277,34.0263971957,1028.86649349,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3659501992.33,2,33.979598999,3724598981.53,3724598981.86,3659501992.33,0.0,internal_timestamp,458.200012207,326818,1450513192,6.304500103,3.3979598999,34.0267143764,1028.85668756,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('103',)",3659502002.33,2,34.0045013428,3724598981.53,3724598981.86,3659502002.33,0.0,internal_timestamp,456.790008545,328481,1450513202,6.33209991455,3.40045013428,34.0276408605,1028.84711105,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
