obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('3589',)",3659566942.52,2,33.7089996338,3724598986.49,3724598986.63,3659566942.52,0.0,internal_timestamp,456.190002441,517241,1450578142,5.98400020599,3.37089996338,34.0452176058,1028.90610656,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3590',)",3659566953.53,2,33.7071990967,3724598986.49,3724598986.63,3659566953.53,0.0,internal_timestamp,455.190002441,525291,1450578153,5.98269987106,3.37071990967,34.0449902978,1028.90151697,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3591',)",3659566964.52,2,33.7070999146,3724598986.49,3724598986.63,3659566964.52,0.0,internal_timestamp,454.200012207,523149,1450578164,5.98290014267,3.37070999146,34.0451651086,1028.89708593,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3592',)",3659566975.53,2,33.7062988281,3724598986.49,3724598986.63,3659566975.53,0.0,internal_timestamp,453.040008545,528538,1450578175,5.98250007629,3.37062988281,34.0452368513,1028.89187522,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3593',)",3659566986.52,2,33.7080001831,3724598986.49,3724598986.63,3659566986.52,0.0,internal_timestamp,451.820007324,523621,1450578186,5.98579978943,3.37080001831,34.044442318,1028.88520535,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3594',)",3659566997.53,2,33.7229995728,3724598986.49,3724598986.63,3659566997.53,0.0,internal_timestamp,450.630004883,530875,1450578197,6.00629997253,3.37229995728,34.0413356232,1028.87451756,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3595',)",3659567008.53,2,33.7256011963,3724598986.49,3724598986.63,3659567008.53,0.0,internal_timestamp,449.369995117,529432,1450578208,6.01039981842,3.37256011963,34.040769849,1028.86773517,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3596',)",3659567019.53,2,33.739200592,3724598986.49,3724598986.63,3659567019.53,0.0,internal_timestamp,448.200012207,528078,1450578219,6.02890014648,3.3739200592,34.0380835635,1028.8577385,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3597',)",3659567030.53,2,33.7436981201,3724598986.49,3724598986.63,3659567030.53,0.0,internal_timestamp,447.130004883,534152,1450578230,6.0342001915,3.37436981201,34.0383489316,1028.85231794,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3598',)",3659567041.53,2,33.7393989563,3724598986.49,3724598986.63,3659567041.53,0.0,internal_timestamp,445.739990234,530252,1450578241,6.02920007706,3.37393989563,34.0392140978,1028.847303,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3599',)",3659567052.54,2,33.7630996704,3724598986.49,3724598986.63,3659567052.54,0.0,internal_timestamp,444.260009766,538005,1450578252,6.05709981918,3.37630996704,34.0385970671,1028.83623002,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3600',)",3659567063.53,2,33.7759017944,3724598986.49,3724598986.63,3659567063.53,0.0,internal_timestamp,443.029998779,534991,1450578263,6.07270002365,3.37759017944,34.0379426396,1028.82794618,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3601',)",3659567074.53,2,33.7792015076,3724598986.49,3724598986.63,3659567074.53,0.0,internal_timestamp,441.859985352,534039,1450578274,6.07649993896,3.37792015076,34.0384131031,1028.82243162,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3602',)",3659567085.53,2,33.7961006165,3724598986.49,3724598986.63,3659567085.53,0.0,internal_timestamp,440.619995117,530241,1450578285,6.09770011902,3.37961006165,34.0367504835,1028.81254149,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3603',)",3659567096.55,2,33.8166007996,3724598986.49,3724598986.63,3659567096.55,0.0,internal_timestamp,439.309997559,553404,1450578296,6.12139987946,3.38166007996,34.0366508909,1028.80321423,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3604',)",3659567107.54,2,33.8264007568,3724598986.49,3724598986.63,3659567107.54,0.0,internal_timestamp,438.109985352,544059,1450578307,6.13350009918,3.38264007568,34.0361129111,1028.79563119,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3605',)",3659567118.54,2,33.832901001,3724598986.49,3724598986.63,3659567118.54,0.0,internal_timestamp,437.029998779,538351,1450578318,6.14099979401,3.3832901001,34.0364202059,1028.78989305,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3606',)",3659567129.54,2,33.8364982605,3724598986.49,3724598986.63,3659567129.54,0.0,internal_timestamp,436.100006104,544781,1450578329,6.14510011673,3.38364982605,34.0368027697,1028.78536754,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3607',)",3659567140.54,2,33.8554000854,3724598986.49,3724598986.63,3659567140.54,0.0,internal_timestamp,435.100006104,539025,1450578340,6.1701002121,3.38554000854,34.0334576942,1028.77472096,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3608',)",3659567151.54,2,33.8614997864,3724598986.49,3724598986.63,3659567151.54,0.0,internal_timestamp,433.850006104,544867,1450578351,6.17749977112,3.38614997864,34.0334984703,1028.76800549,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3609',)",3659567162.54,2,33.8652000427,3724598986.49,3724598986.63,3659567162.54,0.0,internal_timestamp,432.720001221,540906,1450578362,6.18190002441,3.38652000427,34.0337932615,1028.76245179,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3610',)",3659567173.55,2,33.868598938,3724598986.49,3724598986.63,3659567173.55,0.0,internal_timestamp,431.75,547440,1450578373,6.18639993668,3.3868598938,34.0335735551,1028.75721318,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3611',)",3659567184.54,2,33.8744010925,3724598986.49,3724598986.63,3659567184.54,0.0,internal_timestamp,431.029998779,542815,1450578384,6.19379997253,3.38744010925,34.0330212081,1028.75246039,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3612',)",3659567195.55,2,33.8750991821,3724598986.49,3724598986.63,3659567195.55,0.0,internal_timestamp,430.329986572,547646,1450578395,6.19469976425,3.38750991821,34.0332454776,1028.74930357,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3613',)",3659567206.54,2,33.8749008179,3724598986.49,3724598986.63,3659567206.54,0.0,internal_timestamp,429.660003662,542139,1450578406,6.19460010529,3.38749008179,34.0334513281,1028.74640731,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3614',)",3659567217.55,2,33.8745994568,3724598986.49,3724598986.63,3659567217.55,0.0,internal_timestamp,428.980010986,546878,1450578417,6.19469976425,3.38745994568,34.0333482385,1028.74319469,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3615',)",3659567228.55,2,33.8746986389,3724598986.49,3724598986.63,3659567228.55,0.0,internal_timestamp,428.089996338,552906,1450578428,6.19479990005,3.38746986389,34.0337946956,1028.73945127,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3616',)",3659567239.55,2,33.8754997253,3724598986.5,3724598986.63,3659567239.55,0.0,internal_timestamp,427.200012207,547842,1450578439,6.19659996033,3.38754997253,34.0333287825,1028.7347566,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3617',)",3659567250.55,2,33.8759994507,3724598986.5,3724598986.63,3659567250.55,0.0,internal_timestamp,426.390014648,554289,1450578450,6.19719982147,3.38759994507,34.0336847144,1028.7312401,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3618',)",3659567261.55,2,33.8783988953,3724598986.5,3724598986.63,3659567261.55,0.0,internal_timestamp,425.630004883,548161,1450578461,6.20030021667,3.38783988953,34.0336423018,1028.7272958,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3619',)",3659567272.55,2,33.8786010742,3724598986.5,3724598986.63,3659567272.55,0.0,internal_timestamp,424.950012207,551359,1450578472,6.20090007782,3.38786010742,34.0336024089,1028.72406398,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3620',)",3659567283.56,2,33.8797988892,3724598986.5,3724598986.64,3659567283.56,0.0,internal_timestamp,424.239990234,555326,1450578483,6.20270013809,3.38797988892,34.0334913212,1028.7204735,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3621',)",3659567294.56,2,33.8801994324,3724598986.5,3724598986.64,3659567294.56,0.0,internal_timestamp,423.510009766,560473,1450578494,6.20349979401,3.38801994324,34.0334980314,1028.71702162,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3622',)",3659567305.55,2,33.8807983398,3724598986.5,3724598986.64,3659567305.55,0.0,internal_timestamp,422.799987793,552026,1450578505,6.20469999313,3.38807983398,34.033316822,1028.71345836,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3623',)",3659567316.56,2,33.8833999634,3724598986.5,3724598986.64,3659567316.56,0.0,internal_timestamp,422.119995117,558424,1450578516,6.20839977264,3.38833999634,34.0328628751,1028.70947473,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3624',)",3659567327.56,2,33.8866996765,3724598986.5,3724598986.64,3659567327.56,0.0,internal_timestamp,421.450012207,562643,1450578527,6.21190023422,3.38866996765,34.0333819416,1028.70632975,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3625',)",3659567338.55,2,33.8905982971,3724598986.5,3724598986.64,3659567338.55,0.0,internal_timestamp,420.75,554883,1450578538,6.21740007401,3.38905982971,34.0325896096,1028.70174048,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3626',)",3659567349.56,2,33.895198822,3724598986.5,3724598986.64,3659567349.56,0.0,internal_timestamp,420.070007324,559845,1450578549,6.22240018845,3.3895198822,34.0330689979,1028.69831195,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3627',)",3659567360.56,2,33.8947982788,3724598986.5,3724598986.64,3659567360.56,0.0,internal_timestamp,419.440002441,562381,1450578560,6.22219991684,3.38947982788,34.033130137,1028.69549876,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3628',)",3659567371.57,2,33.895401001,3724598986.5,3724598986.64,3659567371.57,0.0,internal_timestamp,418.809997559,566385,1450578571,6.22329998016,3.3895401001,34.0330138447,1028.69236714,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3629',)",3659567382.56,2,33.8931999207,3724598986.5,3724598986.64,3659567382.56,0.0,internal_timestamp,418.170013428,559643,1450578582,6.22100019455,3.38931999207,34.0331647966,1028.68986745,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3630',)",3659567393.56,2,33.8978996277,3724598986.5,3724598986.64,3659567393.56,0.0,internal_timestamp,417.390014648,564634,1450578593,6.2267999649,3.38978996277,34.0330060485,1028.68536835,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3631',)",3659567404.57,2,33.9002990723,3724598986.5,3724598986.64,3659567404.57,0.0,internal_timestamp,416.609985352,566879,1450578604,6.22989988327,3.39002990723,34.0329733044,1028.6813394,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3632',)",3659567415.57,2,33.9104003906,3724598986.5,3724598986.64,3659567415.57,0.0,internal_timestamp,415.769989014,571332,1450578615,6.24219989777,3.39104003906,34.0323868925,1028.67533387,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3633',)",3659567426.56,2,33.9131011963,3724598986.5,3724598986.64,3659567426.56,0.0,internal_timestamp,414.980010986,564306,1450578626,6.24590015411,3.39131011963,34.032096193,1028.67097348,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3634',)",3659567437.57,2,33.9151992798,3724598986.5,3724598986.64,3659567437.57,0.0,internal_timestamp,414.25,568108,1450578637,6.2486000061,3.39151992798,34.0321013452,1028.66725845,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3635',)",3659567448.57,2,33.9196014404,3724598986.5,3724598986.64,3659567448.57,0.0,internal_timestamp,413.609985352,573064,1450578648,6.25400018692,3.39196014404,34.0319395388,1028.66345282,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3636',)",3659567459.58,2,33.9236984253,3724598986.5,3724598986.64,3659567459.58,0.0,internal_timestamp,413.010009766,577610,1450578659,6.25909996033,3.39236984253,34.0317171521,1028.65982432,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3637',)",3659567470.57,2,33.9328994751,3724598986.5,3724598986.64,3659567470.57,0.0,internal_timestamp,412.450012207,571032,1450578670,6.2704000473,3.39328994751,34.0309845206,1028.65512285,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3638',)",3659567481.58,2,33.9407997131,3724598986.5,3724598986.64,3659567481.58,0.0,internal_timestamp,411.880004883,576560,1450578681,6.27939987183,3.39407997131,34.0310986582,1028.65135783,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3639',)",3659567492.57,2,33.9628982544,3724598986.5,3724598986.64,3659567492.57,0.0,internal_timestamp,411.230010986,570415,1450578692,6.30709981918,3.39628982544,34.0284367767,1028.6424585,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3640',)",3659567503.57,2,33.9718017578,3724598986.5,3724598986.64,3659567503.57,0.0,internal_timestamp,410.329986572,574270,1450578703,6.31710004807,3.39718017578,34.0288301925,1028.63725895,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3641',)",3659567514.58,2,33.9729003906,3724598986.5,3724598986.64,3659567514.58,0.0,internal_timestamp,409.359985352,580694,1450578714,6.31879997253,3.39729003906,34.0288341709,1028.63258019,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3642',)",3659567525.57,2,33.9752998352,3724598986.5,3724598986.64,3659567525.57,0.0,internal_timestamp,408.589996338,574171,1450578725,6.32180023193,3.39752998352,34.0288936065,1028.62868203,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3643',)",3659567536.58,2,33.9772987366,3724598986.5,3724598986.68,3659567536.58,0.0,internal_timestamp,408.0,579058,1450578736,6.32410001755,3.39772987366,34.0291167097,1028.62583459,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3644',)",3659567547.58,2,33.9780006409,3724598986.5,3724598986.68,3659567547.58,0.0,internal_timestamp,407.269989014,583195,1450578747,6.32509994507,3.39780006409,34.0292588442,1028.62246143,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3645',)",3659567558.58,2,33.9791984558,3724598986.5,3724598986.68,3659567558.58,0.0,internal_timestamp,406.640014648,578629,1450578758,6.32719993591,3.39791984558,34.0288087406,1028.61892885,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3646',)",3659567569.58,2,33.981098175,3724598986.5,3724598986.68,3659567569.58,0.0,internal_timestamp,406.079986572,583364,1450578769,6.32959985733,3.3981098175,34.0288070209,1028.61602805,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3647',)",3659567580.58,2,33.9813995361,3724598986.5,3724598986.68,3659567580.58,0.0,internal_timestamp,405.420013428,577042,1450578780,6.33010005951,3.39813995361,34.0289667103,1028.61305887,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3648',)",3659567591.58,2,33.9832000732,3724598986.5,3724598986.68,3659567591.58,0.0,internal_timestamp,404.690002441,581556,1450578791,6.33239984512,3.39832000732,34.0290372766,1028.60944947,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3649',)",3659567602.59,2,33.9850997925,3724598986.5,3724598986.68,3659567602.59,0.0,internal_timestamp,403.880004883,585721,1450578802,6.33529996872,3.39850997925,34.0286595501,1028.60503749,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3650',)",3659567613.59,2,33.9870986938,3724598986.5,3724598986.68,3659567613.59,0.0,internal_timestamp,403.059997559,589159,1450578813,6.33830022812,3.39870986938,34.0282973729,1028.60057687,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3651',)",3659567624.58,2,33.9901008606,3724598986.5,3724598986.68,3659567624.58,0.0,internal_timestamp,402.290008545,582825,1450578824,6.34140014648,3.39901008606,34.0289277867,1028.59711243,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3652',)",3659567635.59,2,33.9986000061,3724598986.5,3724598986.68,3659567635.59,0.0,internal_timestamp,401.470001221,590626,1450578835,6.35340023041,3.39986000061,34.0268384713,1028.590047,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3653',)",3659567646.59,2,34.0065002441,3724598986.5,3724598986.68,3659567646.59,0.0,internal_timestamp,400.609985352,591572,1450578846,6.36359977722,3.40065002441,34.0258942582,1028.58394717,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3654',)",3659567657.59,2,34.0130996704,3724598986.5,3724598986.68,3659567657.59,0.0,internal_timestamp,399.700012207,586390,1450578857,6.37160015106,3.40130996704,34.0257157682,1028.5785247,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3655',)",3659567668.59,2,34.0149002075,3724598986.5,3724598986.68,3659567668.59,0.0,internal_timestamp,398.5,592134,1450578868,6.37389993668,3.40149002075,34.0260150061,1028.57293828,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3656',)",3659567679.59,2,34.0168991089,3724598986.5,3724598986.68,3659567679.59,0.0,internal_timestamp,397.320007324,589354,1450578879,6.37690019608,3.40168991089,34.0258280553,1028.56696409,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3657',)",3659567690.59,2,34.0336990356,3724598986.5,3724598986.68,3659567690.59,0.0,internal_timestamp,396.290008545,594476,1450578890,6.3983001709,3.40336990356,34.0237149571,1028.55760902,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3658',)",3659567700.6,2,34.0425987244,3724598986.5,3724598986.68,3659567700.6,0.0,internal_timestamp,395.399993896,599234,1450578900,6.40980005264,3.40425987244,34.0226003013,1028.55105364,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3659',)",3659567712.59,2,34.0525016785,3724598986.5,3724598986.68,3659567712.59,0.0,internal_timestamp,394.320007324,592185,1450578912,6.42170000076,3.40525016785,34.0222940212,1028.54420623,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3660',)",3659567723.59,2,34.0537986755,3724598986.5,3724598986.68,3659567723.59,0.0,internal_timestamp,393.320007324,592776,1450578923,6.42329978943,3.40537986755,34.0226313487,1028.53966391,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3661',)",3659567734.59,2,34.0561981201,3724598986.5,3724598986.68,3659567734.59,0.0,internal_timestamp,392.049987793,592739,1450578934,6.4265999794,3.40561981201,34.0226340635,1028.53338382,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3662',)",3659567745.6,2,34.0615005493,3724598986.5,3724598986.68,3659567745.6,0.0,internal_timestamp,390.709991455,602375,1450578945,6.43340015411,3.40615005493,34.0224147344,1028.52612121,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3663',)",3659567756.6,2,34.0780982971,3724598986.5,3724598986.68,3659567756.6,0.0,internal_timestamp,389.429992676,601242,1450578956,6.45450019836,3.40780982971,34.0204908753,1028.51580155,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3664',)",3659567767.6,2,34.0882987976,3724598986.5,3724598986.68,3659567767.6,0.0,internal_timestamp,388.230010986,600892,1450578967,6.46689987183,3.40882987976,34.0200728596,1028.50824279,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3665',)",3659567778.6,2,34.0922012329,3724598986.5,3724598986.68,3659567778.6,0.0,internal_timestamp,387.25,600816,1450578978,6.47179985046,3.40922012329,34.0200111886,1028.50301794,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3666',)",3659567789.6,2,34.0942001343,3724598986.5,3724598986.68,3659567789.6,0.0,internal_timestamp,386.380004883,600063,1450578989,6.47469997406,3.40942001343,34.0197711298,1028.49843607,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3667',)",3659567800.6,2,34.0954017639,3724598986.5,3724598986.68,3659567800.6,0.0,internal_timestamp,385.559997559,598526,1450579000,6.47599983215,3.40954017639,34.0202119878,1028.49484194,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3668',)",3659567811.61,2,34.0962982178,3724598986.5,3724598986.68,3659567811.61,0.0,internal_timestamp,384.579986572,606528,1450579011,6.47739982605,3.40962982178,34.0202928819,1028.49021722,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3669',)",3659567822.61,2,34.101398468,3724598986.5,3724598986.68,3659567822.61,0.0,internal_timestamp,383.489990234,605298,1450579022,6.48439979553,3.4101398468,34.0195269081,1028.48364106,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3670',)",3659567833.6,2,34.1043014526,3724598986.5,3724598986.68,3659567833.6,0.0,internal_timestamp,382.179992676,602761,1450579033,6.48820018768,3.41043014526,34.0196092609,1028.47716955,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3671',)",3659567844.61,2,34.1347007751,3724598986.5,3724598986.68,3659567844.61,0.0,internal_timestamp,380.859985352,611519,1450579044,6.52740001678,3.41347007751,34.0150239396,1028.46203516,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3672',)",3659567855.61,2,34.1366996765,3724598986.5,3724598986.69,3659567855.61,0.0,internal_timestamp,379.549987793,607696,1450579055,6.52880001068,3.41366996765,34.0164857835,1028.45698344,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3673',)",3659567866.61,2,34.1384010315,3724598986.5,3724598986.62,3659567866.61,0.0,internal_timestamp,378.350006104,605633,1450579066,6.5310997963,3.41384010315,34.0166716481,1028.45130691,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3674',)",3659567877.61,2,34.1390991211,3724598986.5,3724598986.62,3659567877.61,0.0,internal_timestamp,377.170013428,611687,1450579077,6.53259992599,3.41390991211,34.0165302223,1028.44557652,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3675',)",3659567888.61,2,34.1405982971,3724598986.5,3724598986.62,3659567888.61,0.0,internal_timestamp,376.0,609678,1450579088,6.53490018845,3.41405982971,34.0164771288,1028.43984929,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3676',)",3659567899.62,2,34.1417999268,3724598986.5,3724598986.62,3659567899.62,0.0,internal_timestamp,374.609985352,615570,1450579099,6.53679990768,3.41417999268,34.0165990299,1028.43330705,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3677',)",3659567910.61,2,34.1500015259,3724598986.5,3724598986.62,3659567910.61,0.0,internal_timestamp,373.130004883,609595,1450579110,6.54759979248,3.41500015259,34.015684478,1028.42429193,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3678',)",3659567921.62,2,34.1590995789,3724598986.5,3724598986.62,3659567921.62,0.0,internal_timestamp,371.589996338,617793,1450579121,6.55919981003,3.41590995789,34.0149970825,1028.41506739,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3679',)",3659567932.62,2,34.1637992859,3724598986.5,3724598986.62,3659567932.62,0.0,internal_timestamp,370.089996338,615364,1450579132,6.56529998779,3.41637992859,34.0148771154,1028.40724221,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3680',)",3659567943.61,2,34.165599823,3724598986.5,3724598986.63,3659567943.61,0.0,internal_timestamp,368.709991455,612728,1450579143,6.56879997253,3.4165599823,34.0140694008,1028.39979058,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3681',)",3659567954.62,2,34.1691017151,3724598986.5,3724598986.63,3659567954.62,0.0,internal_timestamp,367.470001221,621354,1450579154,6.57320022583,3.41691017151,34.0141832648,1028.39357907,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3682',)",3659567965.62,2,34.1730003357,3724598986.5,3724598986.63,3659567965.62,0.0,internal_timestamp,366.369995117,618047,1450579165,6.57840013504,3.41730003357,34.0138748294,1028.38756509,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3683',)",3659567976.62,2,34.1817016602,3724598986.5,3724598986.63,3659567976.62,0.0,internal_timestamp,365.5,624432,1450579176,6.59049987793,3.41817016602,34.011925499,1028.38034782,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3684',)",3659567987.62,2,34.1813011169,3724598986.5,3724598986.63,3659567987.62,0.0,internal_timestamp,364.700012207,622139,1450579187,6.59130001068,3.41813011169,34.0110782006,1028.37590225,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3685',)",3659567998.62,2,34.1674995422,3724598986.5,3724598986.63,3659567998.62,0.0,internal_timestamp,363.839996338,619431,1450579198,6.5798997879,3.41674995422,34.0075329492,1028.37077073,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3686',)",3659568008.62,2,34.1731987,3724598986.5,3724598986.63,3659568008.62,0.0,internal_timestamp,363.100006104,622150,1450579208,6.58869981766,3.41731987,34.0054727911,1028.36452537,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3687',)",3659568020.62,2,34.1890983582,3724598986.5,3724598986.63,3659568020.62,0.0,internal_timestamp,362.140014648,619429,1450579220,6.60589981079,3.41890983582,34.006473037,1028.35849821,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3688',)",3659568031.63,2,34.195400238,3724598986.5,3724598986.63,3659568031.63,0.0,internal_timestamp,361.209991455,626666,1450579231,6.61329984665,3.4195400238,34.0065580616,1028.35326291,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3689',)",3659568042.62,2,34.2019996643,3724598986.5,3724598986.63,3659568042.62,0.0,internal_timestamp,360.309997559,621018,1450579242,6.62099981308,3.42019996643,34.00665964,1028.34813577,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3690',)",3659568053.63,2,34.2122993469,3724598986.5,3724598986.63,3659568053.63,0.0,internal_timestamp,359.329986572,628019,1450579253,6.63710021973,3.42122993469,34.002566502,1028.33816319,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3691',)",3659568064.63,2,34.2150001526,3724598986.5,3724598986.63,3659568064.63,0.0,internal_timestamp,358.320007324,626286,1450579264,6.64279985428,3.42150001526,34.0003955535,1028.33102569,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
